# == pyFAI calibration ==
# Distance Sample to Detector: 0.38015043260781645 m
# PONI: 3.814e-02, 1.536e-01 m
# Rotations: -0.000107 0.002134 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 380.151 mm
# Center: x=2793.866, y=708.229 pix
# Tilt: 0.122 deg  TiltPlanRot: 87.125 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 5.500e-05, 5.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.832e-11 m
# Mask applied: None
# Dark current applied: None
# Flat field applied: None
# Polarization factor: None
# Normalization factor: None
#
# 2th_deg	 I
1.020696949E+01  6.665009260E-01
1.021026071E+01  8.208537698E-01
1.021355192E+01  1.758950591E+00
1.021684314E+01  1.789020061E+00
1.022013436E+01  9.421914816E-01
1.022342557E+01  6.718320251E-01
1.022671679E+01  8.706103563E-01
1.023000800E+01  5.921981335E-01
1.023329922E+01  3.398348689E-01
1.023659044E+01  -5.757047608E-02
1.023988165E+01  -3.640844226E-01
1.024317287E+01  -3.740215600E-01
1.024646409E+01  2.137748003E-01
1.024975530E+01  6.203337312E-01
1.025304652E+01  5.459674001E-01
1.025633774E+01  3.791163266E-01
1.025962895E+01  2.816276252E-01
1.026292017E+01  -7.051469386E-02
1.026621138E+01  -7.821092382E-03
1.026950260E+01  -1.002744213E-01
1.027279382E+01  1.518124491E-01
1.027608503E+01  1.225189716E-01
1.027937625E+01  7.282859832E-02
1.028266747E+01  4.473803937E-02
1.028595868E+01  3.437614441E-01
1.028924990E+01  1.957211196E-01
1.029254112E+01  -1.618168876E-02
1.029583233E+01  -1.333807502E-02
1.029912355E+01  1.920004487E-01
1.030241477E+01  -1.858933419E-01
1.030570598E+01  -5.012066960E-01
1.030899720E+01  -4.911735952E-01
1.031228841E+01  -3.467485905E-01
1.031557963E+01  3.880411386E-02
1.031887085E+01  2.853280604E-01
1.032216206E+01  6.001086235E-01
1.032545328E+01  9.227921367E-01
1.032874450E+01  7.819046974E-01
1.033203571E+01  5.395797491E-01
1.033532693E+01  3.512191176E-01
1.033861815E+01  1.898116171E-01
1.034190936E+01  5.361180007E-02
1.034520058E+01  -1.351122260E-01
1.034849179E+01  -3.807768822E-01
1.035178301E+01  -2.954368293E-01
1.035507423E+01  -1.193381697E-01
1.035836544E+01  4.380827770E-03
1.036165666E+01  1.787721515E-01
1.036494788E+01  2.786416411E-01
1.036823909E+01  4.603121430E-02
1.037153031E+01  1.953922212E-01
1.037482153E+01  7.190802693E-02
1.037811274E+01  1.996711046E-01
1.038140396E+01  3.643696010E-01
1.038469518E+01  5.334774852E-01
1.038798639E+01  7.067871094E-01
1.039127761E+01  9.926196337E-01
1.039456882E+01  1.013151765E+00
1.039786004E+01  7.208910584E-01
1.040115126E+01  5.983168483E-01
1.040444247E+01  4.870872200E-01
1.040773369E+01  4.064859748E-01
1.041102491E+01  5.285508633E-01
1.041431612E+01  5.295722485E-01
1.041760734E+01  3.307777047E-01
1.042089856E+01  1.554140002E-01
1.042418977E+01  1.152437329E-01
1.042748099E+01  9.423974901E-02
1.043077220E+01  3.175559044E-01
1.043406342E+01  1.629255116E-01
1.043735464E+01  1.703563929E-01
1.044064585E+01  1.676687002E-01
1.044393707E+01  2.241682261E-01
1.044722829E+01  4.313295335E-02
1.045051950E+01  5.402567610E-02
1.045381072E+01  -5.431530625E-02
1.045710194E+01  -1.674155146E-01
1.046039315E+01  -8.661695570E-02
1.046368437E+01  8.376823366E-02
1.046697559E+01  1.220427454E-01
1.047026680E+01  2.302169651E-01
1.047355802E+01  4.110821486E-01
1.047684923E+01  7.098124623E-01
1.048014045E+01  7.619956136E-01
1.048343167E+01  4.990667999E-01
1.048672288E+01  3.294849098E-01
1.049001410E+01  2.414459586E-01
1.049330532E+01  3.773078322E-01
1.049659653E+01  1.758346707E-01
