# == pyFAI calibration ==
# Distance Sample to Detector: 0.38015043260781645 m
# PONI: 3.814e-02, 1.536e-01 m
# Rotations: -0.000107 0.002134 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 380.151 mm
# Center: x=2793.866, y=708.229 pix
# Tilt: 0.122 deg  TiltPlanRot: 87.125 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 5.500e-05, 5.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.832e-11 m
# Mask applied: None
# Dark current applied: None
# Flat field applied: None
# Polarization factor: None
# Normalization factor: None
#
# 2th_deg	 I
1.020696949E+01  6.263718605E-01
1.021026071E+01  9.161776900E-01
1.021355192E+01  1.665724635E+00
1.021684314E+01  1.822778463E+00
1.022013436E+01  1.229358912E+00
1.022342557E+01  1.086574554E+00
1.022671679E+01  7.632023692E-01
1.023000800E+01  -9.868943132E-03
1.023329922E+01  -2.952430844E-01
1.023659044E+01  -4.825433195E-01
1.023988165E+01  -4.977959394E-01
1.024317287E+01  -2.985230386E-01
1.024646409E+01  2.162520587E-02
1.024975530E+01  2.644013762E-01
1.025304652E+01  1.811982095E-01
1.025633774E+01  1.122020185E-01
1.025962895E+01  3.254920840E-01
1.026292017E+01  3.050692007E-02
1.026621138E+01  -1.107275635E-01
1.026950260E+01  -9.607604891E-02
1.027279382E+01  -1.445886400E-02
1.027608503E+01  -1.147008985E-01
1.027937625E+01  -2.952175736E-01
1.028266747E+01  -4.660882987E-03
1.028595868E+01  4.308814704E-01
1.028924990E+01  2.191522568E-01
1.029254112E+01  6.119327620E-02
1.029583233E+01  1.912479550E-01
1.029912355E+01  1.694722474E-01
1.030241477E+01  7.265060395E-02
1.030570598E+01  -4.198002443E-02
1.030899720E+01  -2.470729686E-02
1.031228841E+01  2.563317418E-01
1.031557963E+01  3.047541976E-01
1.031887085E+01  2.317515761E-01
1.032216206E+01  1.669389457E-01
1.032545328E+01  2.754323781E-01
1.032874450E+01  2.056868076E-01
1.033203571E+01  4.415342212E-02
1.033532693E+01  -2.461525649E-01
1.033861815E+01  -3.142855465E-01
1.034190936E+01  -1.092953533E-01
1.034520058E+01  1.044979319E-01
