# == pyFAI calibration ==
# Distance Sample to Detector: 0.38015043260781645 m
# PONI: 3.814e-02, 1.536e-01 m
# Rotations: -0.000107 0.002134 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 380.151 mm
# Center: x=2793.866, y=708.229 pix
# Tilt: 0.122 deg  TiltPlanRot: 87.125 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 5.500e-05, 5.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.832e-11 m
# Mask applied: None
# Dark current applied: None
# Flat field applied: None
# Polarization factor: None
# Normalization factor: None
#
# 2th_deg	 I
1.020696949E+01  4.797032475E-01
1.021026071E+01  6.450418830E-01
1.021355192E+01  8.887737989E-01
1.021684314E+01  7.729403377E-01
1.022013436E+01  3.938535750E-01
1.022342557E+01  4.271149337E-01
1.022671679E+01  7.040962577E-01
1.023000800E+01  5.056651831E-01
1.023329922E+01  4.607110918E-01
1.023659044E+01  -5.304257944E-02
1.023988165E+01  -2.831216753E-01
1.024317287E+01  -3.432975709E-01
1.024646409E+01  -5.013203993E-02
1.024975530E+01  7.017694414E-02
1.025304652E+01  2.126080543E-01
1.025633774E+01  2.140116394E-01
1.025962895E+01  5.533888936E-01
1.026292017E+01  5.755203962E-01
1.026621138E+01  7.934447527E-01
1.026950260E+01  2.165430188E-01
1.027279382E+01  3.736979514E-02
1.027608503E+01  -1.619587690E-01
1.027937625E+01  1.246031150E-01
1.028266747E+01  1.902726293E-01
1.028595868E+01  1.845781952E-01
1.028924990E+01  4.024381936E-02
1.029254112E+01  8.473692089E-02
1.029583233E+01  8.492662758E-02
1.029912355E+01  -6.317938119E-02
1.030241477E+01  -1.854408532E-01
1.030570598E+01  -2.138436735E-01
1.030899720E+01  -2.569138706E-01
1.031228841E+01  -3.719337881E-01
1.031557963E+01  -1.804658920E-01
1.031887085E+01  2.026030868E-01
1.032216206E+01  5.649530888E-01
1.032545328E+01  6.783695221E-01
1.032874450E+01  5.347104073E-01
1.033203571E+01  3.590928912E-01
1.033532693E+01  2.595984638E-01
1.033861815E+01  1.995115131E-01
1.034190936E+01  2.827425487E-02
1.034520058E+01  -1.697146893E-01
1.034849179E+01  -4.426275194E-01
1.035178301E+01  -2.221344113E-01
1.035507423E+01  1.143051088E-01
1.035836544E+01  2.462630421E-01
1.036165666E+01  3.305392265E-01
1.036494788E+01  2.382771373E-01
1.036823909E+01  -5.105720460E-02
1.037153031E+01  1.829054058E-01
1.037482153E+01  4.154486656E-01
1.037811274E+01  6.571195126E-01
1.038140396E+01  6.574509144E-01
1.038469518E+01  7.067482471E-01
1.038798639E+01  9.835128784E-01
1.039127761E+01  1.367726922E+00
1.039456882E+01  1.410122871E+00
1.039786004E+01  9.726182818E-01
1.040115126E+01  8.278205395E-01
1.040444247E+01  6.506777406E-01
1.040773369E+01  5.234914422E-01
1.041102491E+01  3.080247343E-01
1.041431612E+01  1.035721600E-01
1.041760734E+01  6.450387090E-02
1.042089856E+01  2.640321553E-01
1.042418977E+01  3.156857491E-01
1.042748099E+01  3.229845762E-01
1.043077220E+01  4.220268726E-01
1.043406342E+01  3.203420639E-01
1.043735464E+01  8.575110883E-02
1.044064585E+01  1.099656299E-01
1.044393707E+01  2.946070135E-01
1.044722829E+01  1.490008831E-01
1.045051950E+01  -3.270537779E-02
1.045381072E+01  -1.716142595E-01
1.045710194E+01  -1.408038288E-01
1.046039315E+01  -5.602949858E-02
1.046368437E+01  6.150754541E-02
1.046697559E+01  9.745255858E-02
1.047026680E+01  2.918861806E-01
1.047355802E+01  3.607786596E-01
1.047684923E+01  5.489408970E-01
1.048014045E+01  5.163482428E-01
1.048343167E+01  2.874414027E-01
1.048672288E+01  5.953137949E-02
1.049001410E+01  5.561604723E-02
1.049330532E+01  3.085923493E-01
1.049659653E+01  3.231626153E-01
1.049988775E+01  4.250937700E-01
1.050317897E+01  7.258088887E-02
1.050647018E+01  -2.426910773E-02
1.050976140E+01  2.380725462E-03
1.051305261E+01  -4.576723278E-02
1.051634383E+01  -4.930075631E-02
1.051963505E+01  -2.368869260E-02
1.052292626E+01  8.802401274E-02
1.052621748E+01  1.102360487E-01
1.052950870E+01  1.253417283E-01
1.053279991E+01  1.769980788E-01
1.053609113E+01  2.096981555E-01
