# == pyFAI calibration ==
# Distance Sample to Detector: 0.38015043260781645 m
# PONI: 3.814e-02, 1.536e-01 m
# Rotations: -0.000107 0.002134 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 380.151 mm
# Center: x=2793.866, y=708.229 pix
# Tilt: 0.122 deg  TiltPlanRot: 87.125 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 5.500e-05, 5.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.832e-11 m
# Mask applied: None
# Dark current applied: None
# Flat field applied: None
# Polarization factor: None
# Normalization factor: None
#
# 2th_deg	 I
1.020696949E+01  6.593720317E-01
1.021026071E+01  3.267420232E-01
1.021355192E+01  4.971027970E-01
1.021684314E+01  1.151373029E+00
1.022013436E+01  1.394142389E+00
1.022342557E+01  1.323030710E+00
1.022671679E+01  8.948560357E-01
1.023000800E+01  3.861935437E-01
1.023329922E+01  4.524371028E-01
1.023659044E+01  -2.652116716E-01
1.023988165E+01  -5.386842489E-01
1.024317287E+01  -5.531006455E-01
1.024646409E+01  -1.232286915E-01
1.024975530E+01  -3.016685694E-02
1.025304652E+01  1.168511137E-01
1.025633774E+01  4.655776173E-02
1.025962895E+01  1.461065859E-01
1.026292017E+01  3.106698394E-02
1.026621138E+01  5.063832998E-01
1.026950260E+01  5.798382163E-01
1.027279382E+01  3.237383664E-01
1.027608503E+01  -8.473809808E-02
1.027937625E+01  -2.353298962E-01
1.028266747E+01  -1.588436663E-01
1.028595868E+01  -9.102579951E-02
1.028924990E+01  -6.873963028E-02
1.029254112E+01  -1.241126731E-01
1.029583233E+01  -4.237176478E-02
1.029912355E+01  2.033866197E-01
1.030241477E+01  1.289384067E-01
1.030570598E+01  2.940615118E-01
1.030899720E+01  1.078915223E-01
1.031228841E+01  1.709463447E-02
1.031557963E+01  -3.157039285E-01
1.031887085E+01  -6.923215091E-02
1.032216206E+01  2.532360256E-01
1.032545328E+01  6.723378301E-01
1.032874450E+01  5.422899723E-01
1.033203571E+01  5.534394979E-01
1.033532693E+01  3.075139821E-01
1.033861815E+01  2.349349260E-01
1.034190936E+01  2.179290950E-01
1.034520058E+01  2.459064424E-01
1.034849179E+01  -2.650728635E-02
1.035178301E+01  -3.694685176E-02
1.035507423E+01  -8.124012500E-02
1.035836544E+01  -3.085019588E-01
1.036165666E+01  -4.376121461E-01
1.036494788E+01  -2.135148942E-01
1.036823909E+01  2.635051683E-02
1.037153031E+01  4.204655886E-01
1.037482153E+01  3.311299384E-01
1.037811274E+01  1.802102923E-01
1.038140396E+01  3.929405808E-01
1.038469518E+01  5.783629417E-01
1.038798639E+01  8.610100150E-01
1.039127761E+01  1.061891675E+00
1.039456882E+01  1.087369680E+00
1.039786004E+01  7.847138047E-01
1.040115126E+01  7.262017727E-01
1.040444247E+01  6.614236832E-01
1.040773369E+01  3.893558085E-01
1.041102491E+01  1.757295728E-01
1.041431612E+01  9.455185384E-02
1.041760734E+01  -7.053364813E-02
1.042089856E+01  1.064746678E-01
