# == pyFAI calibration ==
# Distance Sample to Detector: 0.38015043260781645 m
# PONI: 3.814e-02, 1.536e-01 m
# Rotations: -0.000107 0.002134 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 380.151 mm
# Center: x=2793.866, y=708.229 pix
# Tilt: 0.122 deg  TiltPlanRot: 87.125 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 5.500e-05, 5.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.832e-11 m
# Mask applied: None
# Dark current applied: None
# Flat field applied: None
# Polarization factor: None
# Normalization factor: None
#
# 2th_deg	 I
1.020696949E+01  3.569783568E-01
1.021026071E+01  5.877662301E-01
1.021355192E+01  1.066745758E+00
1.021684314E+01  1.015970945E+00
1.022013436E+01  1.456787944E+00
1.022342557E+01  1.663261771E+00
1.022671679E+01  1.344733119E+00
1.023000800E+01  5.101153255E-01
1.023329922E+01  3.519135118E-01
1.023659044E+01  7.543404400E-02
1.023988165E+01  3.912497312E-03
1.024317287E+01  -2.801163793E-01
1.024646409E+01  -1.124668494E-01
1.024975530E+01  1.569368243E-01
1.025304652E+01  4.417648613E-01
1.025633774E+01  1.653107405E-01
1.025962895E+01  2.057468742E-01
1.026292017E+01  1.906503588E-01
1.026621138E+01  4.269164801E-01
1.026950260E+01  2.595261633E-01
1.027279382E+01  2.656455338E-01
1.027608503E+01  -7.147759944E-02
1.027937625E+01  -1.669469178E-01
1.028266747E+01  9.657076001E-02
1.028595868E+01  4.281181693E-01
1.028924990E+01  7.021188736E-02
1.029254112E+01  -2.086240798E-01
1.029583233E+01  -2.084824443E-01
1.029912355E+01  -9.857285023E-02
1.030241477E+01  -8.255564421E-02
1.030570598E+01  4.554926232E-02
1.030899720E+01  1.278252602E-01
1.031228841E+01  2.992552221E-01
1.031557963E+01  3.954638243E-01
1.031887085E+01  2.164076418E-01
1.032216206E+01  9.734293073E-02
1.032545328E+01  2.203969359E-01
1.032874450E+01  5.079378486E-01
1.033203571E+01  5.180602074E-01
1.033532693E+01  1.730071306E-01
1.033861815E+01  -8.196390420E-02
1.034190936E+01  -4.451010376E-02
1.034520058E+01  5.609265715E-02
1.034849179E+01  -1.699343920E-01
1.035178301E+01  -4.511411861E-02
1.035507423E+01  7.486701757E-02
1.035836544E+01  1.161846370E-01
1.036165666E+01  1.530668288E-01
1.036494788E+01  1.082931459E-01
1.036823909E+01  9.457498789E-02
1.037153031E+01  3.870863914E-01
1.037482153E+01  5.692629814E-01
1.037811274E+01  6.775203943E-01
1.038140396E+01  6.077201366E-01
1.038469518E+01  6.623708010E-01
1.038798639E+01  1.081538081E+00
1.039127761E+01  1.340914726E+00
1.039456882E+01  1.276412368E+00
1.039786004E+01  7.567332387E-01
1.040115126E+01  7.849189639E-01
1.040444247E+01  5.125675201E-01
1.040773369E+01  3.380489349E-01
1.041102491E+01  1.243134290E-01
1.041431612E+01  -3.166619688E-02
1.041760734E+01  -2.185178250E-01
1.042089856E+01  -8.871924877E-02
1.042418977E+01  4.388432950E-03
1.042748099E+01  9.201753139E-02
1.043077220E+01  1.416791677E-01
1.043406342E+01  1.549100429E-01
1.043735464E+01  1.915348023E-01
1.044064585E+01  1.669348776E-01
1.044393707E+01  1.572384238E-01
1.044722829E+01  5.735373497E-02
1.045051950E+01  -1.387387048E-02
1.045381072E+01  -6.959332526E-02
1.045710194E+01  9.150231257E-03
1.046039315E+01  -1.043319479E-01
1.046368437E+01  -1.997482628E-01
1.046697559E+01  -1.459653378E-01
1.047026680E+01  9.700427949E-02
1.047355802E+01  2.495845705E-01
1.047684923E+01  3.552465737E-01
1.048014045E+01  4.942218661E-01
1.048343167E+01  4.473476708E-01
1.048672288E+01  1.831577718E-01
1.049001410E+01  1.796454638E-01
1.049330532E+01  4.022746980E-01
1.049659653E+01  6.059141755E-01
1.049988775E+01  6.996521354E-01
1.050317897E+01  4.844356179E-01
1.050647018E+01  3.542586863E-01
1.050976140E+01  3.188214600E-01
1.051305261E+01  1.827580333E-01
1.051634383E+01  8.078411967E-02
1.051963505E+01  2.860597707E-02
1.052292626E+01  -8.944869787E-02
1.052621748E+01  -5.120496079E-02
1.052950870E+01  1.685979515E-01
1.053279991E+01  4.768159389E-01
1.053609113E+01  4.716448486E-01
1.053938235E+01  4.728128612E-01
1.054267356E+01  3.722178638E-01
1.054596478E+01  3.846990168E-01
1.054925600E+01  2.991077602E-01
1.055254721E+01  2.286396176E-01
1.055583843E+01  2.112599909E-01
1.055912964E+01  3.625494838E-01
1.056242086E+01  2.974120975E-01
