# == pyFAI calibration ==
# Distance Sample to Detector: 0.38015043260781645 m
# PONI: 3.814e-02, 1.536e-01 m
# Rotations: -0.000107 0.002134 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 380.151 mm
# Center: x=2793.866, y=708.229 pix
# Tilt: 0.122 deg  TiltPlanRot: 87.125 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 5.500e-05, 5.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.832e-11 m
# Mask applied: None
# Dark current applied: None
# Flat field applied: None
# Polarization factor: None
# Normalization factor: None
#
# 2th_deg	 I
1.020696949E+01  6.752858162E-01
1.021026071E+01  7.894380689E-01
1.021355192E+01  1.681645274E+00
1.021684314E+01  1.987861514E+00
1.022013436E+01  1.404288292E+00
1.022342557E+01  1.272380471E+00
1.022671679E+01  8.746210933E-01
1.023000800E+01  -4.855156690E-02
1.023329922E+01  -3.105004430E-01
1.023659044E+01  -4.092150927E-01
1.023988165E+01  -2.145158648E-01
1.024317287E+01  1.118624136E-01
1.024646409E+01  3.941166997E-01
1.024975530E+01  3.636608124E-01
1.025304652E+01  1.225813627E-01
1.025633774E+01  8.112799376E-02
1.025962895E+01  1.260307282E-01
1.026292017E+01  1.932312548E-01
1.026621138E+01  4.501871169E-01
1.026950260E+01  3.436440825E-01
1.027279382E+01  1.271795779E-01
1.027608503E+01  -1.231367588E-01
1.027937625E+01  -5.029914901E-02
1.028266747E+01  7.845168561E-02
1.028595868E+01  1.450019628E-01
1.028924990E+01  -2.230006754E-01
1.029254112E+01  -5.159098506E-01
1.029583233E+01  -3.032909930E-01
1.029912355E+01  -2.027351223E-02
1.030241477E+01  -9.437166899E-02
1.030570598E+01  -1.194511726E-01
1.030899720E+01  4.550080746E-02
1.031228841E+01  7.292298973E-02
1.031557963E+01  6.575988233E-02
1.031887085E+01  5.990873277E-02
1.032216206E+01  2.259120494E-01
1.032545328E+01  7.050020099E-01
1.032874450E+01  6.536659002E-01
1.033203571E+01  5.832458138E-01
1.033532693E+01  3.485378623E-01
1.033861815E+01  2.293757349E-01
1.034190936E+01  -3.740107268E-02
1.034520058E+01  -1.624209136E-01
1.034849179E+01  -4.651041329E-01
1.035178301E+01  -1.784426123E-01
1.035507423E+01  6.694321334E-02
1.035836544E+01  1.847260445E-01
1.036165666E+01  2.329268157E-01
1.036494788E+01  1.202550083E-01
1.036823909E+01  -6.037685648E-02
1.037153031E+01  7.859604061E-02
1.037482153E+01  1.572601944E-01
1.037811274E+01  4.333525598E-01
1.038140396E+01  6.738657355E-01
1.038469518E+01  7.982912064E-01
1.038798639E+01  1.062101364E+00
1.039127761E+01  1.611078978E+00
1.039456882E+01  1.480699539E+00
1.039786004E+01  8.981365561E-01
1.040115126E+01  5.717319846E-01
1.040444247E+01  5.433310866E-01
1.040773369E+01  4.018561244E-01
1.041102491E+01  3.169707954E-01
1.041431612E+01  2.497235537E-01
1.041760734E+01  2.572042942E-01
1.042089856E+01  3.414577246E-01
1.042418977E+01  1.859840602E-01
1.042748099E+01  1.129028723E-01
1.043077220E+01  3.662772775E-01
1.043406342E+01  4.687519073E-01
1.043735464E+01  8.535672724E-02
1.044064585E+01  -1.169749945E-01
1.044393707E+01  -9.223500267E-03
1.044722829E+01  1.342655122E-01
1.045051950E+01  2.700868547E-01
1.045381072E+01  4.298595190E-01
1.045710194E+01  3.220638037E-01
1.046039315E+01  -1.569142342E-01
1.046368437E+01  -4.132251143E-01
1.046697559E+01  -2.638771832E-01
1.047026680E+01  7.611778378E-02
1.047355802E+01  1.176279932E-01
1.047684923E+01  3.033645153E-01
1.048014045E+01  5.383760333E-01
1.048343167E+01  6.909021735E-01
1.048672288E+01  5.534819365E-01
1.049001410E+01  5.249343514E-01
1.049330532E+01  4.913327396E-01
1.049659653E+01  5.441246629E-01
1.049988775E+01  6.529953480E-01
1.050317897E+01  5.482956767E-01
1.050647018E+01  3.139433265E-01
1.050976140E+01  3.077003360E-01
1.051305261E+01  1.271288991E-01
1.051634383E+01  1.726730466E-01
1.051963505E+01  1.349855121E-02
1.052292626E+01  1.938837022E-01
1.052621748E+01  2.212850153E-01
1.052950870E+01  3.413167894E-01
1.053279991E+01  4.129151404E-01
1.053609113E+01  3.399672508E-01
1.053938235E+01  5.576250553E-01
