# == pyFAI calibration ==
# Distance Sample to Detector: 0.38015043260781645 m
# PONI: 3.814e-02, 1.536e-01 m
# Rotations: -0.000107 0.002134 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 380.151 mm
# Center: x=2793.866, y=708.229 pix
# Tilt: 0.122 deg  TiltPlanRot: 87.125 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 5.500e-05, 5.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.832e-11 m
# Mask applied: None
# Dark current applied: None
# Flat field applied: None
# Polarization factor: None
# Normalization factor: None
#
# 2th_deg	 I
1.020696949E+01  5.786105990E-01
1.021026071E+01  7.488828897E-01
1.021355192E+01  1.520072579E+00
1.021684314E+01  1.420362353E+00
1.022013436E+01  7.619757652E-01
1.022342557E+01  4.261249304E-01
1.022671679E+01  3.686093688E-01
1.023000800E+01  -1.110104099E-01
1.023329922E+01  6.266256422E-02
1.023659044E+01  -5.496576056E-02
1.023988165E+01  4.520645365E-02
1.024317287E+01  -2.334050238E-01
1.024646409E+01  -1.831395924E-01
1.024975530E+01  -1.637914628E-01
1.025304652E+01  -2.860064432E-02
1.025633774E+01  7.672267407E-02
1.025962895E+01  1.872514784E-01
1.026292017E+01  2.745930851E-01
1.026621138E+01  2.497490942E-01
1.026950260E+01  2.787174284E-01
1.027279382E+01  3.607639968E-01
1.027608503E+01  5.804081261E-02
1.027937625E+01  -4.191847518E-02
1.028266747E+01  7.819347829E-02
1.028595868E+01  2.742034495E-01
1.028924990E+01  1.048945710E-01
1.029254112E+01  -1.991541535E-01
1.029583233E+01  -3.208183944E-01
1.029912355E+01  -3.079817891E-01
1.030241477E+01  -8.446239680E-02
1.030570598E+01  -4.901382700E-02
1.030899720E+01  2.844051421E-01
1.031228841E+01  6.679379344E-01
1.031557963E+01  8.794420362E-01
1.031887085E+01  6.953166723E-01
1.032216206E+01  5.997683406E-01
1.032545328E+01  7.914295197E-01
1.032874450E+01  5.944151878E-01
1.033203571E+01  2.332083136E-01
1.033532693E+01  -1.377062500E-01
1.033861815E+01  -1.833419949E-01
1.034190936E+01  -1.839148700E-01
1.034520058E+01  -3.078670204E-01
1.034849179E+01  -1.494627297E-01
1.035178301E+01  1.115682814E-02
1.035507423E+01  -2.677070536E-02
1.035836544E+01  -9.520427138E-02
1.036165666E+01  1.912120283E-01
1.036494788E+01  1.903088987E-01
