# == pyFAI calibration ==
# Distance Sample to Detector: 0.38015043260781645 m
# PONI: 3.814e-02, 1.536e-01 m
# Rotations: -0.000107 0.002134 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 380.151 mm
# Center: x=2793.866, y=708.229 pix
# Tilt: 0.122 deg  TiltPlanRot: 87.125 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 5.500e-05, 5.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.832e-11 m
# Mask applied: None
# Dark current applied: None
# Flat field applied: None
# Polarization factor: None
# Normalization factor: None
#
# 2th_deg	 I
1.020696949E+01  7.526914477E-01
1.021026071E+01  1.123702168E+00
1.021355192E+01  1.523793817E+00
1.021684314E+01  1.269676566E+00
1.022013436E+01  4.292251468E-01
1.022342557E+01  6.457686424E-01
1.022671679E+01  9.293186069E-01
1.023000800E+01  3.197639585E-01
1.023329922E+01  1.926275194E-01
1.023659044E+01  -5.146224424E-02
1.023988165E+01  -3.005371094E-01
1.024317287E+01  -5.290383101E-01
1.024646409E+01  -1.653212011E-01
1.024975530E+01  1.772829592E-01
1.025304652E+01  2.862762213E-01
1.025633774E+01  -6.136620045E-02
1.025962895E+01  -2.712662220E-01
1.026292017E+01  -2.240225077E-01
1.026621138E+01  2.202257812E-01
1.026950260E+01  -5.045213178E-02
1.027279382E+01  -8.910429478E-02
1.027608503E+01  -2.409295440E-01
1.027937625E+01  -1.002883241E-01
1.028266747E+01  -1.799741685E-01
1.028595868E+01  1.279143244E-01
1.028924990E+01  2.075427324E-01
1.029254112E+01  4.315320253E-01
1.029583233E+01  3.217652738E-01
1.029912355E+01  1.829891950E-01
1.030241477E+01  -1.636408716E-01
1.030570598E+01  -1.301299594E-02
1.030899720E+01  -1.194226276E-02
1.031228841E+01  3.291680515E-01
1.031557963E+01  2.816783488E-01
1.031887085E+01  1.312333494E-01
1.032216206E+01  7.687649131E-02
1.032545328E+01  3.820001185E-01
1.032874450E+01  5.072351098E-01
1.033203571E+01  3.503292799E-01
1.033532693E+01  5.703492835E-02
1.033861815E+01  -1.538783908E-01
1.034190936E+01  -2.160742879E-01
1.034520058E+01  -1.031237170E-01
1.034849179E+01  -2.053351551E-01
1.035178301E+01  -1.212119460E-01
1.035507423E+01  -2.878552862E-02
1.035836544E+01  6.543077063E-03
1.036165666E+01  1.133501343E-02
1.036494788E+01  3.383612633E-02
1.036823909E+01  -1.638550907E-01
1.037153031E+01  5.017414317E-02
1.037482153E+01  3.562556580E-02
1.037811274E+01  2.142045647E-01
1.038140396E+01  3.685232103E-01
1.038469518E+01  6.436666250E-01
1.038798639E+01  5.429543853E-01
1.039127761E+01  7.978327870E-01
1.039456882E+01  8.511652350E-01
1.039786004E+01  8.619433045E-01
1.040115126E+01  7.449629903E-01
1.040444247E+01  5.402392149E-01
1.040773369E+01  5.082731247E-01
1.041102491E+01  2.141769975E-01
1.041431612E+01  -4.070506245E-02
1.041760734E+01  -1.191463135E-02
1.042089856E+01  3.797389269E-01
1.042418977E+01  3.053645194E-01
1.042748099E+01  3.015684150E-02
1.043077220E+01  1.287983060E-01
1.043406342E+01  7.283446938E-02
1.043735464E+01  -1.319338679E-01
1.044064585E+01  -2.254285067E-01
1.044393707E+01  -1.161731631E-01
1.044722829E+01  -3.413791209E-02
1.045051950E+01  5.608035624E-02
1.045381072E+01  8.282323927E-02
1.045710194E+01  -2.141940594E-02
1.046039315E+01  -1.430743635E-01
1.046368437E+01  -4.573938251E-02
1.046697559E+01  5.536618084E-02
1.047026680E+01  4.146554470E-01
1.047355802E+01  4.058482945E-01
1.047684923E+01  3.270774782E-01
1.048014045E+01  3.637799323E-01
1.048343167E+01  3.513101339E-01
1.048672288E+01  1.998676658E-01
1.049001410E+01  1.760330945E-01
1.049330532E+01  2.556122541E-01
