# == pyFAI calibration ==
# Distance Sample to Detector: 0.38015043260781645 m
# PONI: 3.814e-02, 1.536e-01 m
# Rotations: -0.000107 0.002134 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 380.151 mm
# Center: x=2793.866, y=708.229 pix
# Tilt: 0.122 deg  TiltPlanRot: 87.125 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 5.500e-05, 5.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.832e-11 m
# Mask applied: None
# Dark current applied: None
# Flat field applied: None
# Polarization factor: None
# Normalization factor: None
#
# 2th_deg	 I
1.020696949E+01  5.812717080E-01
1.021026071E+01  6.493180990E-01
1.021355192E+01  8.675816655E-01
1.021684314E+01  9.644116163E-01
1.022013436E+01  6.031067371E-01
1.022342557E+01  7.104145885E-01
1.022671679E+01  5.146639943E-01
1.023000800E+01  1.047349423E-01
1.023329922E+01  -1.379413158E-01
1.023659044E+01  -1.943604648E-01
1.023988165E+01  -2.371691912E-01
1.024317287E+01  -2.130445093E-01
1.024646409E+01  1.050771251E-01
1.024975530E+01  2.879486084E-01
1.025304652E+01  1.296315640E-01
1.025633774E+01  1.994281262E-01
1.025962895E+01  3.795372844E-01
1.026292017E+01  2.975436449E-01
1.026621138E+01  3.335169554E-01
1.026950260E+01  -3.759884834E-02
1.027279382E+01  2.518224902E-02
1.027608503E+01  -5.181184411E-02
1.027937625E+01  2.239291556E-02
1.028266747E+01  -1.599177569E-01
1.028595868E+01  7.060484588E-02
1.028924990E+01  7.749456912E-03
1.029254112E+01  -9.525264055E-02
1.029583233E+01  -1.565881670E-01
1.029912355E+01  -2.743228674E-01
1.030241477E+01  -2.939979434E-01
1.030570598E+01  -1.947191507E-01
1.030899720E+01  2.044406980E-01
1.031228841E+01  3.962422907E-01
1.031557963E+01  4.283880591E-01
1.031887085E+01  1.829226762E-01
1.032216206E+01  6.110338122E-02
1.032545328E+01  2.487567365E-01
1.032874450E+01  3.381131887E-01
1.033203571E+01  1.851229817E-01
1.033532693E+01  1.886478812E-01
1.033861815E+01  1.558500677E-01
1.034190936E+01  6.401377916E-02
1.034520058E+01  -1.097417921E-01
1.034849179E+01  -2.518877983E-01
1.035178301E+01  -3.671054542E-02
1.035507423E+01  -1.158599406E-01
1.035836544E+01  -1.997951567E-01
1.036165666E+01  -1.456875354E-01
1.036494788E+01  1.610124409E-01
1.036823909E+01  8.431572467E-02
1.037153031E+01  2.690582871E-01
1.037482153E+01  1.046539247E-01
1.037811274E+01  3.653866053E-01
1.038140396E+01  5.510648489E-01
1.038469518E+01  7.297152281E-01
1.038798639E+01  8.702201247E-01
1.039127761E+01  1.200868130E+00
1.039456882E+01  1.289162874E+00
1.039786004E+01  1.012232304E+00
1.040115126E+01  9.671044350E-01
1.040444247E+01  6.933401823E-01
1.040773369E+01  7.802197337E-01
1.041102491E+01  6.103730798E-01
1.041431612E+01  4.494595826E-01
1.041760734E+01  3.715744987E-02
1.042089856E+01  -1.284383386E-01
1.042418977E+01  -2.595764026E-02
1.042748099E+01  -2.659530751E-02
1.043077220E+01  1.240115911E-01
1.043406342E+01  1.996493489E-01
1.043735464E+01  4.042752385E-01
1.044064585E+01  4.742160738E-01
1.044393707E+01  4.640693963E-01
1.044722829E+01  4.055387676E-01
1.045051950E+01  2.512149215E-01
1.045381072E+01  1.285342276E-01
1.045710194E+01  -1.086149588E-01
1.046039315E+01  -1.568383873E-01
1.046368437E+01  -2.535637617E-01
1.046697559E+01  -9.597359598E-02
1.047026680E+01  8.964253962E-02
1.047355802E+01  2.786877751E-01
1.047684923E+01  3.718183041E-01
1.048014045E+01  4.479044080E-01
1.048343167E+01  3.744842112E-01
1.048672288E+01  2.501549125E-01
1.049001410E+01  6.429623067E-02
1.049330532E+01  1.321345568E-01
1.049659653E+01  1.018622294E-01
1.049988775E+01  2.526807189E-01
1.050317897E+01  1.958914399E-01
1.050647018E+01  9.519264102E-02
1.050976140E+01  8.939068019E-02
1.051305261E+01  3.842899948E-02
1.051634383E+01  -6.979367463E-04
1.051963505E+01  9.572244249E-03
1.052292626E+01  1.184462458E-01
1.052621748E+01  1.116352752E-01
1.052950870E+01  2.151561975E-01
1.053279991E+01  4.762967229E-01
1.053609113E+01  7.281721830E-01
1.053938235E+01  7.570922971E-01
1.054267356E+01  5.991933346E-01
1.054596478E+01  4.910649359E-01
1.054925600E+01  5.096842051E-01
1.055254721E+01  4.990720451E-01
1.055583843E+01  4.298485816E-01
1.055912964E+01  3.145410717E-01
1.056242086E+01  3.753162324E-01
1.056571208E+01  4.282708168E-01
1.056900329E+01  4.619400501E-01
1.057229451E+01  3.978061378E-01
1.057558573E+01  3.615432978E-01
1.057887694E+01  3.109759986E-01
1.058216816E+01  2.007652819E-01
1.058545938E+01  1.288919896E-01
1.058875059E+01  2.443269491E-01
1.059204181E+01  3.351208270E-01
1.059533302E+01  3.076370060E-01
1.059862424E+01  3.740724325E-01
1.060191546E+01  2.666882575E-01
1.060520667E+01  4.462449253E-01
1.060849789E+01  3.576420844E-01
1.061178911E+01  4.082664251E-01
1.061508032E+01  3.152980506E-01
1.061837154E+01  2.160999328E-01
1.062166276E+01  3.359284997E-01
1.062495397E+01  2.900946736E-01
1.062824519E+01  3.002286553E-01
1.063153641E+01  2.150471956E-01
1.063482762E+01  3.429493010E-01
1.063811884E+01  6.272654533E-01
1.064141005E+01  7.168180943E-01
1.064470127E+01  6.829862595E-01
1.064799249E+01  5.654107332E-01
1.065128370E+01  6.259125471E-01
1.065457492E+01  6.063035131E-01
1.065786614E+01  6.160178185E-01
1.066115735E+01  4.236788154E-01
1.066444857E+01  2.955693305E-01
1.066773979E+01  1.458479911E-01
1.067103100E+01  1.891999990E-01
1.067432222E+01  1.571971923E-01
1.067761343E+01  1.858665347E-01
1.068090465E+01  3.968754709E-01
1.068419587E+01  5.128722191E-01
1.068748708E+01  6.331260800E-01
1.069077830E+01  3.970190585E-01
1.069406952E+01  3.946518004E-01
1.069736073E+01  2.107091248E-01
1.070065195E+01  1.069655567E-01
1.070394317E+01  -7.151717693E-02
1.070723438E+01  3.017222136E-02
1.071052560E+01  3.764449954E-01
1.071381682E+01  5.172169209E-01
1.071710803E+01  5.544134378E-01
1.072039925E+01  3.349769413E-01
1.072369046E+01  2.162774652E-01
1.072698168E+01  1.887550503E-01
1.073027290E+01  2.832158804E-01
1.073356411E+01  3.389627039E-01
1.073685533E+01  4.757100344E-01
1.074014655E+01  4.353972673E-01
1.074343776E+01  4.100351036E-01
1.074672898E+01  4.529806674E-01
1.075002020E+01  5.374042392E-01
1.075331141E+01  4.345383942E-01
1.075660263E+01  3.255404234E-01
1.075989384E+01  2.167410105E-01
1.076318506E+01  1.671203524E-01
1.076647628E+01  -6.038080901E-02
1.076976749E+01  7.963564992E-02
1.077305871E+01  1.347518563E-01
1.077634993E+01  3.133185208E-01
1.077964114E+01  2.935655415E-01
1.078293236E+01  2.521998882E-01
1.078622358E+01  3.537568450E-01
1.078951479E+01  4.810278118E-01
1.079280601E+01  5.345310569E-01
1.079609723E+01  6.091752648E-01
1.079938844E+01  5.150496364E-01
1.080267966E+01  5.707272291E-01
1.080597087E+01  3.642094433E-01
1.080926209E+01  4.401351511E-01
1.081255331E+01  3.568323255E-01
1.081584452E+01  4.463526011E-01
1.081913574E+01  5.433644652E-01
1.082242696E+01  5.354931951E-01
1.082571817E+01  3.605873883E-01
1.082900939E+01  3.104651868E-01
1.083230061E+01  3.747427166E-01
1.083559182E+01  4.811692536E-01
1.083888304E+01  4.789953530E-01
1.084217425E+01  6.035904884E-01
1.084546547E+01  6.325070858E-01
1.084875669E+01  5.553394556E-01
1.085204790E+01  4.752807319E-01
1.085533912E+01  2.208726555E-01
1.085863034E+01  -6.644332781E-03
1.086192155E+01  -5.706844851E-02
1.086521277E+01  8.660431951E-02
1.086850399E+01  1.103919744E-01
1.087179520E+01  8.619777113E-02
1.087508642E+01  4.077805206E-02
1.087837764E+01  1.334193796E-01
1.088166885E+01  3.069890738E-01
1.088496007E+01  5.211735368E-01
1.088825128E+01  6.720194221E-01
1.089154250E+01  5.491406322E-01
1.089483372E+01  3.660943508E-01
1.089812493E+01  1.949289739E-01
1.090141615E+01  2.788495719E-01
1.090470737E+01  4.969579875E-01
1.090799858E+01  5.137811899E-01
1.091128980E+01  3.866885006E-01
1.091458102E+01  2.656413615E-01
1.091787223E+01  3.268607259E-01
1.092116345E+01  4.429737926E-01
1.092445466E+01  6.432679296E-01
1.092774588E+01  5.725441575E-01
1.093103710E+01  4.132795036E-01
1.093432831E+01  1.976803094E-01
1.093761953E+01  1.495214105E-01
1.094091075E+01  9.407613426E-02
1.094420196E+01  6.455889344E-02
1.094749318E+01  1.597281694E-01
1.095078440E+01  4.067252874E-01
1.095407561E+01  5.358747244E-01
1.095736683E+01  5.847852230E-01
1.096065805E+01  4.582139850E-01
1.096394926E+01  4.776346684E-01
1.096724048E+01  4.626060128E-01
1.097053169E+01  5.013404489E-01
1.097382291E+01  4.773691297E-01
1.097711413E+01  3.375431895E-01
1.098040534E+01  2.205263525E-01
1.098369656E+01  1.146097332E-01
1.098698778E+01  1.999455839E-01
1.099027899E+01  2.658551037E-01
1.099357021E+01  3.457285762E-01
1.099686143E+01  4.056373239E-01
1.100015264E+01  4.958430231E-01
1.100344386E+01  4.111331403E-01
1.100673507E+01  3.672155738E-01
1.101002629E+01  4.387058318E-01
1.101331751E+01  8.763611317E-01
1.101660872E+01  9.648789167E-01
1.101989994E+01  7.891867757E-01
1.102319116E+01  6.741174459E-01
1.102648237E+01  4.723547995E-01
1.102977359E+01  4.753444493E-01
1.103306481E+01  3.104865253E-01
1.103635602E+01  2.346663475E-01
1.103964724E+01  1.912153512E-01
1.104293846E+01  2.201455683E-01
1.104622967E+01  4.080751240E-01
1.104952089E+01  4.316832423E-01
1.105281210E+01  5.760380030E-01
1.105610332E+01  3.212368488E-01
1.105939454E+01  2.572250664E-01
1.106268575E+01  2.469572723E-01
1.106597697E+01  3.991041780E-01
1.106926819E+01  4.763624966E-01
1.107255940E+01  3.266196549E-01
1.107585062E+01  2.681362629E-01
1.107914184E+01  3.775423467E-01
1.108243305E+01  5.195242763E-01
1.108572427E+01  4.164153039E-01
1.108901548E+01  1.220841110E-01
1.109230670E+01  8.185207099E-02
1.109559792E+01  1.796449274E-01
1.109888913E+01  2.919640541E-01
1.110218035E+01  4.264066815E-01
1.110547157E+01  4.467417002E-01
1.110876278E+01  5.010158420E-01
1.111205400E+01  4.826152623E-01
1.111534522E+01  5.014101863E-01
1.111863643E+01  3.872319460E-01
1.112192765E+01  4.708446264E-01
1.112521887E+01  5.324265361E-01
1.112851008E+01  5.619329214E-01
1.113180130E+01  5.540605783E-01
1.113509251E+01  5.147302151E-01
